data,titulo,resumo
2018-01-08,"New Look faces fresh blow as insurer cuts cover for suppliers",""
2018-01-08,"‘Open banking’: radical shake-up, or a threat to your private data?",""
2018-01-08,"Rail disruption expected as RMT prepares for three days of strikes",""
2018-01-08,"Government urged to ban nuisance calls and texts from claims firms",""
2018-01-08,"Agricultural policy under Michael Gove",""
2018-01-08,"The Guardian view on cryptocurrencies: a greater fool’s gold",""
2018-01-08,"Theresa May urged to drop auditors KPMG from Grenfell inquiry",""
2018-01-08,"Ineos 'misled' public over fracking in Sherwood Forest",""
2018-01-08,"Economics viewpoint  ",""
2018-01-08,"Observer business agenda  ",""
2018-01-08,"A new high street can’t save a town – but jobs and trains will",""
2018-01-08,"Business leader  ",""
2018-01-06,"Is this the best we can do with Britain’s railways?",""
2018-01-06,"UK companies will face huge new VAT burden after Brexit",""
2018-01-06,"Brexit to swallow £70m meant for developing cancer drugs, says GSK",""
2018-01-06,"Burberry check makes a casual comeback with Gosha Rubchinskiy",""
2018-01-06,"Shares have gone through the roof: could they possibly go even higher?",""
2018-01-06,"How smart speakers stole the show from smartphones",""
2018-01-06,"Personal debt: how you can shred your borrowing this year",""
2018-01-06,"Quiksilver owner buys rival surfing brand Billabong for $198m",""
2018-01-06,"Business live  Wall Street and FTSE 100 hit new highs as bull market shakes off US jobs report - as it happened",""
2018-01-06,"House of Fraser seeks to cut store size and rent bill after tough Christmas",""
2018-01-06,"Box office analysis: UK  Cinema box office in UK and Ireland breaks record third year in a row",""
2018-01-06,"Coca-Cola to sell smaller bottles at higher prices in response to sugar tax",""
2018-01-06,"Insurance firm and two senior figures handed record data breach fines",""
2018-01-06,"Stock market extends surge despite slowing US job growth",""
2018-01-06,"Five UK online casinos may lose licence over money-laundering fears",""
2018-01-06,"Once more, Iceland has shown it is the best place in the world to be female",""
2018-01-06,"UK government spells out plan to shut down coal plants",""
2018-01-06,"Tweet and tell: turning Twitter into complaints megaphone",""
2018-01-06,"Intel facing class-action lawsuits over Meltdown and Spectre bugs",""
2018-01-06,"Richard Branson defends government bailout of Virgin's East Coast rail",""
2018-01-05,"The Guardian's Audio Long Reads  Manchester City’s plan for global domination – podcast",""
2018-01-05,"Will a 25p charge change Britain's throwaway coffee cup culture?",""
2018-01-05,"Saudi Aramco takes key step towards $2tn flotation",""
2018-01-05,"UK productivity jumps at fastest rate for six years",""
2018-01-05,"Takeover frenzy: banks rake in record $104bn in fees",""
2018-01-05,"Virgin Trains treated me with misogynist disdain. Sadly, it’s hardly unusual",""
2018-01-05,"MPs call for 25p charge on takeaway coffee cups ahead of possible ban",""
2018-01-05,"Irn-Bru drinkers won't notice halved sugar content, claims AG Barr",""
2018-01-05,"Debenhams job cuts and store closures likely after disappointing sales",""
2018-01-05,"Amazon and cheap TVs: Ruslan Kogan on the new world of retail",""
2018-01-05,"Trump administration plans to allow oil and gas drilling off nearly all US coast",""
2018-01-05,"Dow and FTSE hit record highs as global stock market surges continue",""
2018-01-05,"Nils Pratley on finance  ",""
2018-01-05,"Fat Cat Thursday and the changing world of work",""
2018-01-05,"Brief letters  Latte result is an early win in cup campaign",""
2018-01-05,"Rail strikes to go ahead after talks over role of guards break down",""
2018-01-05,"Unilever to close 160-year-old Colman's Mustard factory in Norwich",""
2018-01-05,"Business live  Dow Jones and FTSE 100 hit fresh record highs as rally continues – as it happened",""
2018-01-05,"One female director for every 22 men: Hollywood's stark diversity problem",""
2018-01-05,"Focus on quality not weakened regulation post-Brexit, Gove tells farmers",""
2018-01-04,"US blocks MoneyGram sale to Alibaba boss over China security concerns",""
2018-01-04,"UK services grow faster than forecast despite growing Brexit concern",""
2018-01-04,"Spectre and Meltdown processor security flaws – explained",""
2018-01-04,"Pilots grounded after 'midair fight' on London-Mumbai flight",""
2018-01-04,"Aldi gives pay rise after UK sales exceed £10bn for first time",""
2018-01-04,"Meltdown and Spectre: ‘worst ever’ CPU bugs affect virtually all computers",""
2018-01-04,"Home and away  Miniature houses for sale – in pictures",""
2018-01-04,"Waitrose bans sale of energy drinks to under-16s",""
2018-01-04,"Inequality is under attack - but what should equality really look like?",""
2018-01-04,"Cost of living squeeze dents UK house price growth",""
2018-01-04,"Modern-day slavery in focus  Workers held captive in Indian mills supplying Hugo Boss",""
2018-01-04,"Poor Christmas at Debenhams prompts surprise profit warning",""
2018-01-04,"'Fat Cat Thursday': top bosses earn workers' annual salary by lunchtime",""
2018-01-04,"Fears minimum wage rises will put more jobs at risk of automation",""
2018-01-04,"Kensington Roof Gardens to close after more than 35 years",""
2018-01-04,"Shares in spread betting firm Plus500 soar thanks to bitcoin boom",""
2018-01-04,"Nils Pratley on finance  ",""
2018-01-04,"UK leaving single market for TPP could hit workers' rights, union warns",""
2018-01-04,"US drug firm offers cure for blindness – at $425,000 an eye",""
2018-01-04,"Toby Young appointment adds to the pressure on universities",""
2018-01-03,"Rail passengers must come before profits",""
2018-01-03,"Are we really ready for self-driving cars?",""
2018-01-03,"Poundland seals £180m financing deal to reduce reliance on Steinhoff",""
2018-01-03,"Shortcuts  Why do Easter eggs in January annoy us so much?",""
2018-01-03,"Next results signal a good Christmas for UK retailers",""
2018-01-03,"Business live  UK construction growth disappoints while FTSE 100 slips despite positive Next update - as it happened",""
2018-01-03,"UK construction industry optimism slumps to five-year low, survey reveals",""
2018-01-03,"The 8p banana that showed Bogotá needed more open public spending",""
2018-01-03,"HS2 contractor Carillion investigated by FCA",""
2018-01-03,"Royal Mail releases Game of Thrones stamp set – in pictures",""
2018-01-03,"Britain exploring membership of the TPP to boost trade after Brexit",""
2018-01-03,"'I'm going via the wing': fed-up Ryanair passenger takes emergency exit",""
2018-01-03,"Box office analysis: UK  Star Wars battles Beauty and the Beast for year's top spot at UK box office",""
2018-01-03,"Apple leads race to become world's first $1tn company",""
2018-01-03,"Digital streaming behind biggest rise in UK music sales for two decades",""
2018-01-03,"Nils Pratley on finance  ",""
2018-01-03,"Suspicions over accountable care organisations in the NHS",""
2018-01-03,"The middle class who got rich on Peps and Isas",""
2018-01-03,"Brief letters  Mata may be a very good boy, but does he pay his taxes?",""
2018-01-03,"Ryanair applies for UK licence as airline braces for hard Brexit",""
2018-01-02,"Bankers work around the clock to iron out EU finance reforms",""
2018-01-02,"Transport secretary ‘running scared’ as he flies out of UK on day of rail fare hike",""
2018-01-02,"Good for factories, bad for shoppers: a Brexit pattern is emerging",""
2018-01-02,"Business live  UK, US and eurozone manufacturing expands strongly at year-end – as it happened",""
2018-01-02,"Trump tax cut to dent BP profits by $1.5bn, company warns",""
2018-01-02,"Project Syndicate economists  ",""
2018-01-02,"Virgin Trains apologises for sexist response to passenger's complaint",""
2018-01-02,"Fertility and canapés: why egg freezing parties are a hot item on Wall St",""
2018-01-02,"UK manufacturing growth stays strong at end of year",""
2018-01-02,"Former advertising executive reveals junk food-pushing tactics",""
2018-01-02,"Marks & Spencer sells Hong Kong stores as it retreats from overseas markets",""
2018-01-02,"Rail fares: unions and Labour condemn 'staggering' increase",""
2018-01-02,"Cheltenham house prices rise while Perth sees biggest fall as market slows",""
2018-01-02,"Your problems, with Anna Tims  The deposit for our new home is stuck in solicitor’s HSBC account",""
2018-01-02,"Co-op launches £160m expansion plan for 2018",""
2018-01-02,"Members’ club backed by Lord Ashcroft seeks to cut staff's basic pay",""
2018-01-02,"The Guardian's share tips for 2018",""
2018-01-02,"Tributes paid after five Britons killed in seaplane crash near Sydney",""
2018-01-02,"Vehicles are now America's biggest CO2 source but EPA is tearing up regulations",""
2018-01-02,"Ripple: cryptocurrency enjoys end-of-year surge – but will it endure?",""
